"project_info","project_type",
"Habitat Aster by HVP Realty Pvt. Ltd. ","2, 3 BHK, Multistorey Apartment in Whitefield, Bangalore ",
"SJR Palazza City by SJR Primecorp ","1, 2, 3 BHK, Multistorey Apartment in Sarjapur Road, Bangalore ",
"Brigade Exotica by Brigade Enterprises Ltd. ","4 BHK, Multistorey Apartment in Old Madras Road, Bangalore ",
"Brigade Sonata by Brigade Enterprises Ltd. ","3 BHK, Multistorey Apartment in Palace Road, Bangalore ",
"Sumukha Simhadri Springs by Sumukha Elite ","2, 3 BHK, Multistorey Apartment in Uttarahalli, Bangalore   Possession by: December 2012",
"RBD Stillwaters by RBD Shelters Pvt. Ltd. ","3, 4 BHK, Residential House in Sarjapur Road, Bangalore ",
"Venkat Wings Royal by Venkat Estates Private Limited ","2, 3 BHK, Multistorey Apartment in Yelahanka, Bangalore   Possession by: July 2013",
"Kristal Amethyst by Kristal Group ","4 BHK, Residential House in Sarjapur Road, Bangalore   Possession by: April 2015",
"Surya Enclave by Flora n Flora ","2, 3 BHK, Multistorey Apartment in Anekal, Bangalore   Possession by: December 2014",
"Shilpitha Royal by Shilpitha Royal ","2, 3 BHK, Multistorey Apartment in Hoodi, Bangalore   Possession by: September 2014",
"DS-MAX Seldons by DS-Max Properties Pvt. Ltd. ","2, 3 BHK, Multistorey Apartment in Jalahalli, Bangalore ",
"Sunrise by Shreyas Properties ","Residential Plot in Devanahalli-Kolar Road, Bangalore ",
"T.G.Solitaire by T.G. Developers ","2, 3 BHK, Multistorey Apartment in Bannerghatta Road, Bangalore   Possession by: April 2013",
"AVS Sunfield by AVS Group ","3 BHK, Villa, Residential Plot in Hosur-Bagalur Road, Bangalore ",
